ags,plz,ort,kreis,bundesland,lat,lon,lat_kreis,lon_kreis,deprecated,einwohner,prim_plz
07133043,55619,Hennweiler,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.820194,7.435731,49.84904,7.862666,0,1227,1
07133044,55452,Hergenfeld,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.90454,7.762887,49.84904,7.862666,0,509,1
07133045,55585,Hochstätten,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.763973,7.8316755,49.84904,7.862666,0,637,1
07133046,55606,Hochstetten-Dhaun,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.80025,7.504601,49.84904,7.862666,0,1650,1
07133047,55606,Horbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.822437,7.5123754,49.84904,7.862666,0,46,1
07133048,55595,Hüffelsheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.822495,7.799925,49.84904,7.862666,0,1262,1
07133049,55621,Hundsbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.724705,7.5551906,49.84904,7.862666,0,362,1
07133050,55566,Ippenschied,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.867435,7.631476,49.84904,7.862666,0,156,1
07133051,55592,Jeckenbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.709167,7.6075892,49.84904,7.862666,0,213,1
07133052,55606,Kirn,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.786102,7.4584036,49.84904,7.862666,0,8408,1
07133053,55566,Kirschroth,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.761818,7.572124,49.84904,7.862666,0,294,1
07133054,55450,Langenlonsheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.894413,7.900458,49.84904,7.862666,0,4186,1
07133055,55569,Langenthal,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.830906,7.573706,49.84904,7.862666,0,85,1
07133056,55452,Laubenheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.91855,7.896673,49.84904,7.862666,0,852,1
07133057,55568,Lauschied,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.739613,7.619154,49.84904,7.862666,0,558,1
07133058,67823,Lettweiler,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.734367,7.7249618,49.84904,7.862666,0,205,0
07133059,55606,Limbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.741135,7.5423927,49.84904,7.862666,0,293,1
07133060,67744,Löllbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.688965,7.5927544,49.84904,7.862666,0,195,0
07133061,55595,Mandel,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.855247,7.770349,49.84904,7.862666,0,930,1
07133062,55627,Martinstein,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.803043,7.5404005,49.84904,7.862666,0,261,1
07133063,55606,Meckenbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.77831,7.5053077,49.84904,7.862666,0,372,1
07133064,55566,Meddersheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.777798,7.6183553,49.84904,7.862666,0,1331,1
07133065,55590,Meisenheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.706646,7.670078,49.84904,7.862666,0,2861,1
07133066,55627,Merxheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.793957,7.5619965,49.84904,7.862666,0,1434,1
07133067,55569,Monzingen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.799915,7.591645,49.84904,7.862666,0,1568,1
07133068,55595,Münchwald,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.897007,7.675004,49.84904,7.862666,0,283,1
07133069,55546,Neu-Bamberg,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.799885,7.9258633,49.84904,7.862666,0,960,1
07133070,55585,Niederhausen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.802402,7.781676,49.84904,7.862666,0,587,1
07133071,55585,Norheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.810658,7.814382,49.84904,7.862666,0,1576,1
07133072,55569,Nußbaum,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.80001,7.61369,49.84904,7.862666,0,460,1
07133073,55606,Oberhausen bei Kirn,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.80799,7.449895,49.84904,7.862666,0,890,1
07133074,55585,Oberhausen an der Nahe,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.79059,7.7583785,49.84904,7.862666,0,383,1
07133075,55596,Oberstreit,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.796192,7.6948123,49.84904,7.862666,0,294,1
07133076,55571,Odernheim am Glan,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.764526,7.7040005,49.84904,7.862666,0,1767,1
07133077,55606,Otzweiler,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.713078,7.509702,49.84904,7.862666,0,194,1
07133078,55546,Pfaffen-Schwabenheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.850315,7.9512973,49.84904,7.862666,0,1581,1
07133080,55576,Pleitersheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.83658,7.952217,49.84904,7.862666,0,345,0
07133081,55592,Raumbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.722843,7.6557364,49.84904,7.862666,0,411,1
07133082,55566,Rehbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.85684,7.639435,49.84904,7.862666,0,47,1
07133083,55592,Rehborn,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.734226,7.6860833,49.84904,7.862666,0,685,1
07133084,67829,Reiffelbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.68715,7.6858277,49.84904,7.862666,0,224,1
07133085,55442,Roth,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.94279,7.801353,49.84904,7.862666,0,283,1
07133086,55595,Roxheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.864063,7.8093257,49.84904,7.862666,0,2756,1
07133087,55452,Rümmelsheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.93269,7.859666,49.84904,7.862666,0,1423,1
07133088,55595,Sankt Katharinen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.867344,7.7689238,49.84904,7.862666,0,402,1
07133089,55596,Schloßböckelheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.809383,7.7452216,49.84904,7.862666,0,389,1
07133090,67829,Schmittweiler,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.69137,7.7061143,49.84904,7.862666,0,189,1
07133091,55444,Schöneberg,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.920467,7.7494526,49.84904,7.862666,0,623,1
07133092,67744,Schweinschied,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.701122,7.5745535,49.84904,7.862666,0,151,0
07133093,55444,Schweppenhausen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.925907,7.8005466,49.84904,7.862666,0,931,1
07133094,55629,Seesbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.845745,7.546472,49.84904,7.862666,0,505,1
07133095,55444,Seibersbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.960854,7.7158327,49.84904,7.862666,0,1316,1
07133096,55618,Simmertal,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8109,7.523502,49.84904,7.862666,0,1906,1
07133098,55595,Sommerloch,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8757,7.760527,49.84904,7.862666,0,408,1
07133099,55595,Spabrücken,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8999,7.709939,49.84904,7.862666,0,1213,1
07133100,55595,Spall,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.88354,7.6798377,49.84904,7.862666,0,187,1
07133101,55595,Sponheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.843716,7.725878,49.84904,7.862666,0,756,1
07133102,55568,Staudernheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.77579,7.6894503,49.84904,7.862666,0,1439,1
07133103,55442,Stromberg,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.944798,7.776363,49.84904,7.862666,0,3478,1
07133104,55546,Tiefenthal,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.759586,7.9058347,49.84904,7.862666,0,135,1
07133105,55595,Traisen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.819656,7.817898,49.84904,7.862666,0,600,1
07133106,55546,Volxheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.81829,7.928055,49.84904,7.862666,0,1219,1
07133107,55596,Waldböckelheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.81742,7.7188916,49.84904,7.862666,0,2227,1
07133108,55444,Waldlaubersheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.928577,7.833602,49.84904,7.862666,0,825,1
07133109,55595,Wallhausen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.88828,7.7684145,49.84904,7.862666,0,1622,1
07133110,55442,Warmsroth,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.957108,7.7877164,49.84904,7.862666,0,537,1
07133111,55627,Weiler bei Monzingen,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.808804,7.561036,49.84904,7.862666,0,458,1
07133112,55595,Weinsheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.837425,7.7684608,49.84904,7.862666,0,1794,1
07133113,55629,Weitersborn,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.84992,7.5266986,49.84904,7.862666,0,202,1
07133114,55452,Windesheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.90564,7.815286,49.84904,7.862666,0,1814,1
07133115,55595,Winterbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.87465,7.6382227,49.84904,7.862666,0,503,1
07133116,55595,Winterburg,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.86319,7.6504364,49.84904,7.862666,0,208,1
07133117,55593,Rüdesheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.84579,7.8153315,49.84904,7.862666,0,2691,1
07133201,55606,Bruschied,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.83512,7.406601,49.84904,7.862666,0,357,1
07133202,55606,Kellenbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.845844,7.4939814,49.84904,7.862666,0,246,1
07133203,55606,Königsau,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.85552,7.4868507,49.84904,7.862666,0,69,1
07133204,55608,Schneppenbach,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.84536,7.4076767,49.84904,7.862666,0,230,0
07133205,55629,Schwarzerden,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.861065,7.513227,49.84904,7.862666,0,246,1
07133501,55566,Bad Sobernheim,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.784397,7.6520457,49.84904,7.862666,0,6510,1
07134001,55767,Abentheuer,Landkreis Birkenfeld,Rheinland-Pfalz,49.649334,7.1010847,49.724285,7.289085,0,444,1
07134002,55767,Achtelsbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.624268,7.089256,49.724285,7.289085,0,395,1
07134003,55758,Allenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.75566,7.166168,49.724285,7.289085,0,632,0
07134004,55758,Asbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.81232,7.2791653,49.724285,7.289085,0,139,0
07134005,55774,Baumholder,Landkreis Birkenfeld,Rheinland-Pfalz,49.6167,7.33333,49.724285,7.289085,0,4128,1
07134006,55608,Bergen,Landkreis Birkenfeld,Rheinland-Pfalz,49.780895,7.417606,49.724285,7.289085,0,489,0
07134007,55776,Berglangenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.599373,7.2528615,49.724285,7.289085,0,459,1
07134008,55777,Berschweiler bei Baumholder,Landkreis Birkenfeld,Rheinland-Pfalz,49.578278,7.292415,49.724285,7.289085,0,538,1
07134009,55608,Berschweiler bei Kirn,Landkreis Birkenfeld,Rheinland-Pfalz,49.77093,7.39193,49.724285,7.289085,0,280,0
07134010,55765,Birkenfeld,Landkreis Birkenfeld,Rheinland-Pfalz,49.648823,7.1647477,49.724285,7.289085,0,6985,1
07134011,54422,Börfink,Landkreis Birkenfeld,Rheinland-Pfalz,49.688786,7.08027,49.724285,7.289085,0,162,0
07134012,55624,Bollenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.842476,7.3516955,49.724285,7.289085,0,134,1
07134013,55758,Breitenthal,Landkreis Birkenfeld,Rheinland-Pfalz,49.80044,7.3350744,49.724285,7.289085,0,341,0
07134014,55758,Bruchweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.79848,7.2251387,49.724285,7.289085,0,528,0
07134015,55767,Brücken,Landkreis Birkenfeld,Rheinland-Pfalz,49.637825,7.1111345,49.724285,7.289085,0,1272,1
07134016,55767,Buhlenberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.655403,7.1200237,49.724285,7.289085,0,481,1
07134017,55626,Bundenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.84211,7.3771625,49.724285,7.289085,0,848,1
07134018,55765,Dambach,Landkreis Birkenfeld,Rheinland-Pfalz,49.627594,7.133218,49.724285,7.289085,0,156,1
07134019,55758,Dickesbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.71853,7.4235907,49.724285,7.289085,0,426,0
07134020,55765,Dienstweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.63637,7.1851745,49.724285,7.289085,0,334,1
07134021,55777,Eckersweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.55886,7.2917466,49.724285,7.289085,0,170,1
07134022,55765,Elchweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.673523,7.2016034,49.724285,7.289085,0,102,1
07134023,55765,Ellenberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.662785,7.142177,49.724285,7.289085,0,92,1
07134024,55765,Ellweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.615074,7.1449695,49.724285,7.289085,0,337,1
07134025,55743,Fischbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.74361,7.3955793,49.724285,7.289085,0,864,1
07134026,55777,Fohren-Linden,Landkreis Birkenfeld,Rheinland-Pfalz,49.58736,7.28906,49.724285,7.289085,0,331,1
07134027,55776,Frauenberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.674583,7.2895947,49.724285,7.289085,0,376,1
07134028,55743,Gerach,Landkreis Birkenfeld,Rheinland-Pfalz,49.751335,7.3395324,49.724285,7.289085,0,235,1
07134029,55767,Gimbweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.58513,7.1890664,49.724285,7.289085,0,388,1
07134030,55624,Gösenroth,Landkreis Birkenfeld,Rheinland-Pfalz,49.889565,7.3262253,49.724285,7.289085,0,242,1
07134031,55767,Gollenberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.67258,7.1587276,49.724285,7.289085,0,122,1
07134032,55608,Griebelschied,Landkreis Birkenfeld,Rheinland-Pfalz,49.799103,7.399603,49.724285,7.289085,0,184,0
07134033,55776,Hahnweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.573906,7.2218184,49.724285,7.289085,0,179,1
07134034,55767,Hattgenstein,Landkreis Birkenfeld,Rheinland-Pfalz,49.697247,7.1592865,49.724285,7.289085,0,258,1
07134035,55608,Hausen,Landkreis Birkenfeld,Rheinland-Pfalz,49.87173,7.3756,49.724285,7.289085,0,185,0
07134036,55779,Heimbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.614147,7.248188,49.724285,7.289085,0,1038,1
07134037,55758,Hellertshausen,Landkreis Birkenfeld,Rheinland-Pfalz,49.820892,7.2744374,49.724285,7.289085,0,193,0
07134038,55758,Herborn,Landkreis Birkenfeld,Rheinland-Pfalz,49.767445,7.295218,49.724285,7.289085,0,508,0
07134039,55756,Herrstein,Landkreis Birkenfeld,Rheinland-Pfalz,49.78052,7.337531,49.724285,7.289085,0,825,1
07134040,55758,Hettenrodt,Landkreis Birkenfeld,Rheinland-Pfalz,49.74078,7.2531204,49.724285,7.289085,0,670,0
07134041,55743,Hintertiefenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.739674,7.3562264,49.724285,7.289085,0,327,1
07134042,55768,Hoppstädten-Weiersbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.61401,7.1836915,49.724285,7.289085,0,3186,1
07134043,55483,Horbruch,Landkreis Birkenfeld,Rheinland-Pfalz,49.88899,7.2388473,49.724285,7.289085,0,359,0
07134044,55758,Hottenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.82389,7.2988067,49.724285,7.289085,0,564,0
07134045,55743,Idar-Oberstein,Landkreis Birkenfeld,Rheinland-Pfalz,49.710712,7.3136563,49.724285,7.289085,0,29753,1
07134046,55758,Kempfeld,Landkreis Birkenfeld,Rheinland-Pfalz,49.791195,7.242206,49.724285,7.289085,0,770,0
07134047,55743,Kirschweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.754715,7.2426944,49.724285,7.289085,0,1062,1
07134048,55767,Kronweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.6595,7.262896,49.724285,7.289085,0,311,1
07134049,55483,Krummenau,Landkreis Birkenfeld,Rheinland-Pfalz,49.890293,7.272945,49.724285,7.289085,0,158,0
07134050,55767,Leisel,Landkreis Birkenfeld,Rheinland-Pfalz,49.718903,7.2002544,49.724285,7.289085,0,533,1
07134051,55779,Leitzweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.59128,7.223746,49.724285,7.289085,0,103,1
07134052,55758,Mackenrodt,Landkreis Birkenfeld,Rheinland-Pfalz,49.724335,7.2555165,49.724285,7.289085,0,366,0
07134053,55767,Meckenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.615856,7.0963645,49.724285,7.289085,0,109,1
07134054,55777,Mettweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.578674,7.315229,49.724285,7.289085,0,242,1
07134055,55758,Mittelreidenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.72661,7.4433475,49.724285,7.289085,0,775,0
07134056,55758,Mörschied,Landkreis Birkenfeld,Rheinland-Pfalz,49.788754,7.3054504,49.724285,7.289085,0,764,0
07134057,55767,Niederbrombach,Landkreis Birkenfeld,Rheinland-Pfalz,49.68659,7.2450805,49.724285,7.289085,0,513,1
07134058,55767,Niederhambach,Landkreis Birkenfeld,Rheinland-Pfalz,49.68387,7.2056746,49.724285,7.289085,0,322,1
07134059,55758,Niederhosenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.79466,7.364199,49.724285,7.289085,0,306,0
07134060,55758,Niederwörresbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.768883,7.335173,49.724285,7.289085,0,855,0
07134061,55767,Nohen,Landkreis Birkenfeld,Rheinland-Pfalz,49.639416,7.2428136,49.724285,7.289085,0,344,1
07134062,55767,Oberbrombach,Landkreis Birkenfeld,Rheinland-Pfalz,49.698376,7.260746,49.724285,7.289085,0,398,1
07134063,55765,Oberhambach,Landkreis Birkenfeld,Rheinland-Pfalz,49.68623,7.161824,49.724285,7.289085,0,261,1
07134064,55758,Oberhosenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.812862,7.329709,49.724285,7.289085,0,132,0
07134065,55624,Oberkirn,Landkreis Birkenfeld,Rheinland-Pfalz,49.88481,7.37238,49.724285,7.289085,0,308,1
07134066,55758,Oberreidenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.70692,7.460144,49.724285,7.289085,0,612,0
07134067,55758,Oberwörresbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.77902,7.3204694,49.724285,7.289085,0,110,0
07134068,55776,Reichenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.6402,7.2872734,49.724285,7.289085,0,524,1
07134069,55624,Rhaunen,Landkreis Birkenfeld,Rheinland-Pfalz,49.864216,7.344333,49.724285,7.289085,0,2288,1
07134070,55765,Rimsberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.656857,7.210543,49.724285,7.289085,0,119,1
07134071,55767,Rinzenberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.67622,7.131379,49.724285,7.289085,0,309,1
07134072,55767,Rötsweiler-Nockenthal,Landkreis Birkenfeld,Rheinland-Pfalz,49.71208,7.2642226,49.724285,7.289085,0,468,1
07134073,55776,Rohrbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.583546,7.257772,49.724285,7.289085,0,172,1
07134074,55776,Rückweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.58151,7.238202,49.724285,7.289085,0,377,1
07134075,55776,Ruschberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.6208,7.2907915,49.724285,7.289085,0,751,1
07134076,55758,Schauren,Landkreis Birkenfeld,Rheinland-Pfalz,49.80711,7.237555,49.724285,7.289085,0,497,0
07134077,55758,Schmidthachenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.73187,7.4698424,49.724285,7.289085,0,379,0
07134078,55765,Schmißberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.664524,7.203889,49.724285,7.289085,0,207,1
07134079,55624,Schwerbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.89606,7.3557563,49.724285,7.289085,0,53,1
07134080,55767,Schwollen,Landkreis Birkenfeld,Rheinland-Pfalz,49.704468,7.180052,49.724285,7.289085,0,435,1
07134081,55758,Sensweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.775867,7.1978016,49.724285,7.289085,0,418,0
07134082,55758,Sien,Landkreis Birkenfeld,Rheinland-Pfalz,49.692703,7.5011644,49.724285,7.289085,0,540,0
07134083,55758,Sienhachenbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.69949,7.4836144,49.724285,7.289085,0,178,0
07134084,55767,Siesbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.730354,7.239586,49.724285,7.289085,0,368,1
07134085,55767,Sonnenberg-Winnenberg,Landkreis Birkenfeld,Rheinland-Pfalz,49.671528,7.279704,49.724285,7.289085,0,424,1
07134086,55758,Sonnschied,Landkreis Birkenfeld,Rheinland-Pfalz,49.819275,7.389251,49.724285,7.289085,0,100,0
07134087,55758,Stipshausen,Landkreis Birkenfeld,Rheinland-Pfalz,49.848934,7.2918153,49.724285,7.289085,0,833,0
07134088,55758,Sulzbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.83382,7.336304,49.724285,7.289085,0,290,0
07134089,55758,Veitsrodt,Landkreis Birkenfeld,Rheinland-Pfalz,49.75519,7.3013277,49.724285,7.289085,0,710,0
07134090,55758,Vollmersbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.741074,7.3068304,49.724285,7.289085,0,452,0
07134091,55758,Weiden,Landkreis Birkenfeld,Rheinland-Pfalz,49.806828,7.3007,49.724285,7.289085,0,84,0
07134092,55624,Weitersbach,Landkreis Birkenfeld,Rheinland-Pfalz,49.873325,7.317128,49.724285,7.289085,0,88,1
07134093,55758,Wickenrodt,Landkreis Birkenfeld,Rheinland-Pfalz,49.81558,7.358949,49.724285,7.289085,0,158,0
07134094,55767,Wilzenberg-Hußweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.705162,7.22021,49.724285,7.289085,0,293,1
07134095,55758,Wirschweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.762745,7.1719265,49.724285,7.289085,0,285,0
07134502,55758,Langweiler,Landkreis Birkenfeld,Rheinland-Pfalz,49.78305,7.18825,49.724285,7.289085,0,249,0
07135001,56859,Alf,Landkreis Cochem-Zell,Rheinland-Pfalz,50.056496,7.1255274,50.14102,7.1894684,0,836,1
07135002,56828,Alflen,Landkreis Cochem-Zell,Rheinland-Pfalz,50.177105,7.040956,50.14102,7.1894684,0,802,1
07135003,56858,Altlay,Landkreis Cochem-Zell,Rheinland-Pfalz,49.98861,7.26951,50.14102,7.1894684,0,438,0
07135004,56858,Altstrimmig,Landkreis Cochem-Zell,Rheinland-Pfalz,50.092487,7.292816,50.14102,7.1894684,0,330,0
07135005,56766,Auderath,Landkreis Cochem-Zell,Rheinland-Pfalz,50.186913,7.0024557,50.14102,7.1894684,0,653,0
07135007,56814,Beilstein,Landkreis Cochem-Zell,Rheinland-Pfalz,50.109264,7.241076,50.14102,7.1894684,0,150,1
07135008,56825,Beuren,Landkreis Cochem-Zell,Rheinland-Pfalz,50.0956,7.0799437,50.14102,7.1894684,0,401,1
07135009,56754,Binningen,Landkreis Cochem-Zell,Rheinland-Pfalz,50.206074,7.244956,50.14102,7.1894684,0,712,1
07135010,56865,Blankenrath,Landkreis Cochem-Zell,Rheinland-Pfalz,50.03846,7.30279,50.14102,7.1894684,0,1669,1
07135011,56761,Brachtendorf,Landkreis Cochem-Zell,Rheinland-Pfalz,50.232018,7.2341576,50.14102,7.1894684,0,248,1
07135012,56814,Bremm,Landkreis Cochem-Zell,Rheinland-Pfalz,50.09838,7.11979,50.14102,7.1894684,0,715,1
07135013,56850,Briedel,Landkreis Cochem-Zell,Rheinland-Pfalz,50.028446,7.146469,50.14102,7.1894684,0,898,0
07135013,56867,Briedel,Landkreis Cochem-Zell,Rheinland-Pfalz,50.028446,7.146469,50.14102,7.1894684,0,898,1
07135014,56829,Brieden,Landkreis Cochem-Zell,Rheinland-Pfalz,50.18854,7.262608,50.14102,7.1894684,0,143,1
07135015,56820,Briedern,Landkreis Cochem-Zell,Rheinland-Pfalz,50.11002,7.208985,50.14102,7.1894684,0,366,1
07135016,56754,Brohl,Landkreis Cochem-Zell,Rheinland-Pfalz,50.220238,7.2781563,50.14102,7.1894684,0,337,1
07135017,56814,Bruttig-Fankel,Landkreis Cochem-Zell,Rheinland-Pfalz,50.129066,7.230323,50.14102,7.1894684,0,1134,1
07135018,56823,Büchel,Landkreis Cochem-Zell,Rheinland-Pfalz,50.173035,7.0840764,50.14102,7.1894684,0,1208,1
07135019,56859,Bullay,Landkreis Cochem-Zell,Rheinland-Pfalz,50.05521,7.132757,50.14102,7.1894684,0,1665,1
07135020,56812,Cochem,Landkreis Cochem-Zell,Rheinland-Pfalz,50.14839,7.1663194,50.14102,7.1894684,0,5003,1
07135021,56812,Dohr,Landkreis Cochem-Zell,Rheinland-Pfalz,50.128372,7.1201982,50.14102,7.1894684,0,610,1
07135022,56754,Dünfus,Landkreis Cochem-Zell,Rheinland-Pfalz,50.220753,7.233393,50.14102,7.1894684,0,273,1
07135023,56761,Düngenheim,Landkreis Cochem-Zell,Rheinland-Pfalz,50.25886,7.169101,50.14102,7.1894684,0,1302,1
07135024,56814,Ediger-Eller,Landkreis Cochem-Zell,Rheinland-Pfalz,50.097492,7.1520896,50.14102,7.1894684,0,903,1
07135025,56821,Ellenz-Poltersdorf,Landkreis Cochem-Zell,Rheinland-Pfalz,50.11083,7.2294545,50.14102,7.1894684,0,812,1
07135026,56759,Eppenberg,Landkreis Cochem-Zell,Rheinland-Pfalz,50.248993,7.0722814,50.14102,7.1894684,0,243,1
07135027,56814,Ernst,Landkreis Cochem-Zell,Rheinland-Pfalz,50.143936,7.224236,50.14102,7.1894684,0,549,1
07135028,56761,Eulgem,Landkreis Cochem-Zell,Rheinland-Pfalz,50.239555,7.1757436,50.14102,7.1894684,0,192,1
07135029,56814,Faid,Landkreis Cochem-Zell,Rheinland-Pfalz,50.14616,7.1204214,50.14102,7.1894684,0,1043,1
07135030,56766,Filz,Landkreis Cochem-Zell,Rheinland-Pfalz,50.170177,6.981133,50.14102,7.1894684,0,85,0
07135031,56754,Forst (Eifel),Landkreis Cochem-Zell,Rheinland-Pfalz,50.217968,7.2510304,50.14102,7.1894684,0,390,1
07135032,56858,Forst (Hunsrück),Landkreis Cochem-Zell,Rheinland-Pfalz,50.081913,7.317219,50.14102,7.1894684,0,58,0
